TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,7,21,7,46,8XX E 38TH AVE,Kensington-Cedar Cottage,493640.522,5453652.4701
Other Theft,2024,8,30,11,37,8XX E 38TH AVE,Kensington-Cedar Cottage,493640.522,5453652.4701
Other Theft,2024,2,5,0,0,8XX E 50TH AVE,Sunset,493676.9612,5452409.9197
Other Theft,2024,4,13,10,59,8XX E 52ND AVE,Sunset,493591.6841,5452209.9376
Other Theft,2024,9,18,13,24,8XX E 53RD AVE,Sunset,493678.496,5452135.8023
Other Theft,2024,8,13,0,32,8XX E 56TH AVE,Sunset,493700.4537,5451806.9115
Other Theft,2024,6,17,10,0,8XX E 6TH AVE,Mount Pleasant,493673.2576,5456946.1141
Other Theft,2024,10,31,15,7,8XX EXPO BLVD,Central Business District,491707.7654,5458199.0407
Other Theft,2024,1,21,3,46,8XX GRANVILLE ST,Central Business District,491173.3406,5458634.9576
Other Theft,2024,2,20,22,0,8XX GRANVILLE ST,Central Business District,491173.3406,5458634.9576
Other Theft,2024,6,1,2,11,8XX GRANVILLE ST,Central Business District,491175.5456,5458637.1794
Other Theft,2024,1,14,21,19,8XX GRANVILLE ST,Central Business District,491177.6252,5458626.2943
Other Theft,2024,2,6,8,46,8XX GRANVILLE ST,Central Business District,491177.6252,5458626.2943
Other Theft,2024,5,4,21,14,8XX GRANVILLE ST,Central Business District,491177.6252,5458626.2943
Other Theft,2024,8,13,9,9,8XX GRANVILLE ST,Central Business District,491177.6252,5458626.2943
Other Theft,2024,8,24,14,26,8XX GRANVILLE ST,Central Business District,491177.6252,5458626.2943
Other Theft,2024,2,14,0,0,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,3,9,9,25,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,3,29,16,18,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,4,5,1,30,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,5,7,10,12,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,7,28,2,0,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,10,10,17,7,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
Other Theft,2024,6,14,5,0,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Other Theft,2024,6,25,16,40,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Other Theft,2024,8,1,21,35,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Other Theft,2024,8,26,7,45,8XX GRANVILLE ST,Central Business District,491181.8794,5458643.5603
Other Theft,2024,3,21,16,1,8XX GRANVILLE ST,Central Business District,491190.4804,5458639.2455
Other Theft,2024,4,5,23,30,8XX GRANVILLE ST,Central Business District,491190.9813,5458652.7295
Other Theft,2024,4,28,1,0,8XX GRANVILLE ST,Central Business District,491190.9813,5458652.7295
Other Theft,2024,3,11,14,40,8XX GRANVILLE ST,Central Business District,491206.2914,5458655.1737
Other Theft,2024,10,6,22,0,8XX GRANVILLE ST,Central Business District,491211.5929,5458660.5151
Other Theft,2024,1,10,13,50,8XX GRANVILLE ST,Central Business District,491223.9322,5458672.9457
Other Theft,2024,3,11,18,8,8XX GRANVILLE ST,Central Business District,491232.7055,5458681.7847
Other Theft,2024,3,12,17,25,8XX GRANVILLE ST,Central Business District,491232.7055,5458681.7847
Other Theft,2024,4,1,17,6,8XX GRANVILLE ST,Central Business District,491232.7055,5458681.7847
Other Theft,2024,5,5,14,41,8XX GRANVILLE ST,Central Business District,491232.7055,5458681.7847
Other Theft,2024,10,30,14,59,8XX GRANVILLE ST,Central Business District,491232.7526,5458681.8316
Other Theft,2024,1,25,20,30,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,2,23,10,25,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,3,21,18,15,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,4,5,10,6,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,4,13,13,57,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,6,10,15,50,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,7,12,16,45,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,8,27,15,55,8XX GRANVILLE ST,Central Business District,491235.0832,5458697.1594
Other Theft,2024,3,24,14,17,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Other Theft,2024,7,14,19,14,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Other Theft,2024,7,31,16,25,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
Other Theft,2024,2,19,16,50,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,2,29,15,0,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,3,2,13,7,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,3,13,13,5,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,3,22,13,15,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,5,30,19,15,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,7,5,18,52,8XX GRANVILLE ST,Central Business District,491252.5984,5458701.8251
Other Theft,2024,1,11,13,28,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744
Other Theft,2024,7,28,7,6,8XX GRANVILLE ST,Central Business District,491257.1342,5458719.3744
Other Theft,2024,3,16,21,0,8XX GRANVILLE ST,Central Business District,491283.3757,5458732.8318
Other Theft,2024,4,10,0,37,8XX GRANVILLE ST,Central Business District,491283.3757,5458732.8318
Other Theft,2024,5,6,0,2,8XX GRANVILLE ST,Central Business District,491283.3757,5458732.8318
Other Theft,2024,1,6,16,58,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2024,4,8,22,0,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2024,6,14,3,0,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2024,9,9,1,0,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2024,10,5,21,10,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.1475
Other Theft,2024,8,8,21,0,8XX GRANVILLE ST [IFO 833],Central Business District,491285.6767,5458735.1481
Other Theft,2024,2,19,19,20,8XX GREAT NORTHERN WAY,Strathcona,493830.1769,5457021.0363
Other Theft,2024,3,7,13,5,8XX GREAT NORTHERN WAY,Strathcona,493830.1769,5457021.0363
Other Theft,2024,3,30,22,42,8XX GREAT NORTHERN WAY,Strathcona,493830.1769,5457021.0363
Other Theft,2024,8,31,10,55,8XX GREAT NORTHERN WAY,Strathcona,493830.1769,5457021.0363
Other Theft,2024,1,2,20,30,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,1,24,21,0,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,2,17,17,0,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,2,17,20,0,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,2,21,20,30,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,3,7,22,0,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,4,10,19,45,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,10,10,22,30,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.3812
Other Theft,2024,4,21,19,30,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2024,5,9,22,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2024,7,4,23,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2024,8,9,11,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2024,8,9,19,0,8XX GRIFFITHS WAY,Central Business District,492028.4026,5458301.6596
Other Theft,2024,7,8,18,0,8XX HAMILTON ST,Central Business District,491524.8995,5458410.9269
Other Theft,2024,6,21,10,48,8XX HAMILTON ST,Central Business District,491540.0932,5458439.7854
Other Theft,2024,8,20,8,30,8XX HAWKS AVE,Strathcona,493654.6794,5458295.2831
Other Theft,2024,5,17,12,50,8XX HELMCKEN ST,Central Business District,490856.1761,5458475.0793
Other Theft,2024,1,24,11,14,8XX HELMCKEN ST,Central Business District,490858.1281,5458473.1845
Other Theft,2024,5,26,11,12,8XX HELMCKEN ST,Central Business District,490858.1281,5458473.1845
Other Theft,2024,7,14,14,0,8XX HELMCKEN ST,Central Business District,490858.1281,5458473.1845
Other Theft,2024,4,17,23,30,8XX HOMER ST,Central Business District,491391.435,5458416.1269
Other Theft,2024,2,22,18,0,8XX HOMER ST,Central Business District,491395.6117,5458433.312
Other Theft,2024,7,23,8,0,8XX HOMER ST,Central Business District,491404.1965,5458428.9804
Other Theft,2024,6,20,0,0,8XX HOMER ST,Central Business District,491433.3374,5458471.3089
Other Theft,2024,4,5,20,29,8XX HOMER ST,Central Business District,491437.7304,5458462.7554
Other Theft,2024,6,3,14,1,8XX HOMER ST,Central Business District,491450.1043,5458488.1964
Other Theft,2024,6,14,19,30,8XX HOMER ST,Central Business District,491450.1043,5458488.1964
Other Theft,2024,7,13,20,43,8XX HOMER ST,Central Business District,491450.1043,5458488.1964
Other Theft,2024,8,24,19,23,8XX HOMER ST,Central Business District,491450.1043,5458488.1964
Other Theft,2024,8,28,16,22,8XX HOMER ST,Central Business District,491450.1043,5458488.1964
Other Theft,2024,7,1,13,23,8XX HOMER ST,Central Business District,491457.1834,5458495.3268
Other Theft,2024,1,16,13,30,8XX HOMER ST,Central Business District,491492.1295,5458517.5463
Other Theft,2024,4,10,13,30,8XX HORNBY ST,Central Business District,491083.7765,5458828.8179
Other Theft,2024,7,16,20,0,8XX HOWE ST,Central Business District,491189.6464,5458786.4097
Other Theft,2024,1,8,14,59,8XX HOWE ST,Central Business District,491191.1179,5458787.8633
Other Theft,2024,7,2,7,30,8XX HOWE ST,Central Business District,491191.1179,5458787.8633
Other Theft,2024,7,7,20,1,8XX HOWE ST,Central Business District,491208.8723,5458805.3937
Other Theft,2024,9,12,16,0,8XX JERVIS ST,West End,490652.152,5459362.034
Other Theft,2024,8,15,13,30,8XX LILLOOET ST,Hastings-Sunrise,497167.6474,5458238.387
Other Theft,2024,6,14,20,0,8XX MALKIN AVE,Strathcona,493761.2315,5457931.0227
Other Theft,2024,1,1,23,0,8XX NANAIMO ST,Grandview-Woodland,495880.9298,5458223.276
Other Theft,2024,4,5,5,9,8XX NELSON ST,Central Business District,490967.7972,5458584.3761
Other Theft,2024,10,11,15,15,8XX NELSON ST,Central Business District,490967.7972,5458584.3761
Other Theft,2024,3,1,19,0,8XX NICOLA ST,West End,490442.1818,5459537.4174
Other Theft,2024,4,10,7,30,8XX PACIFIC BLVD,Central Business District,491840.1785,5458049.5253
Other Theft,2024,5,27,16,0,8XX PACIFIC ST,Central Business District,490447.3405,5458168.1632
Other Theft,2024,1,4,6,0,8XX PACIFIC ST,Central Business District,490448.6475,5458166.9152
Other Theft,2024,1,18,9,54,8XX PACIFIC ST,Central Business District,490448.6475,5458166.9152
Other Theft,2024,8,22,15,16,8XX PACIFIC ST,Central Business District,490448.6475,5458166.9152
Other Theft,2024,2,26,18,30,8XX PACIFIC ST,Central Business District,490453.6565,5458174.7755
Other Theft,2024,3,11,16,10,8XX PACIFIC ST,Central Business District,490453.6565,5458174.7755
Other Theft,2024,10,15,3,45,8XX PACIFIC ST,Central Business District,490453.6565,5458174.7755
Other Theft,2024,9,23,12,30,8XX POWELL ST,Strathcona,493684.2668,5458918.6112
Other Theft,2024,9,18,15,54,8XX POWELL ST,Strathcona,493719.254,5458907.7
Other Theft,2024,1,31,8,0,8XX POWELL ST,Strathcona,493719.2956,5458907.6981
Other Theft,2024,9,20,13,11,8XX POWELL ST,Strathcona,493845.7348,5458899.5356
Other Theft,2024,8,3,2,0,8XX PRIOR ST,Strathcona,493654.528,5458197.3296
Other Theft,2024,5,4,11,22,8XX PRIOR ST,Strathcona,493782.9182,5458202.1598
Other Theft,2024,9,13,1,0,8XX RICHARDS ST,Central Business District,491347.0367,5458514.7304
Other Theft,2024,11,7,18,58,8XX RICHARDS ST,Central Business District,491347.0367,5458514.7304
Other Theft,2024,3,29,8,45,8XX RICHARDS ST,Central Business District,491359.418,5458527.1732
Other Theft,2024,6,17,15,9,8XX RICHARDS ST,Central Business District,491359.418,5458527.1732
Other Theft,2024,6,24,16,50,8XX RICHARDS ST,Central Business District,491359.418,5458527.1732
Other Theft,2024,2,6,8,36,8XX RICHARDS ST,Central Business District,491391.1331,5458572.0083
Other Theft,2024,7,20,4,5,8XX RICHARDS ST,Central Business District,491426.824,5458594.9118
Other Theft,2024,4,28,14,0,8XX ROBSON ST,Central Business District,491204.8396,5458814.6891
Other Theft,2024,6,14,15,18,8XX ROBSON ST,Central Business District,491204.8396,5458814.6891
Other Theft,2024,8,10,9,0,8XX ROBSON ST,Central Business District,491204.8396,5458814.6891
Other Theft,2024,1,11,14,30,8XX ROBSON ST,Central Business District,491206.1762,5458813.3011
Other Theft,2024,1,15,18,0,8XX ROBSON ST,Central Business District,491206.1762,5458813.3011
Other Theft,2024,1,22,13,30,8XX ROBSON ST,Central Business District,491206.1762,5458813.3011
Other Theft,2024,4,15,20,15,8XX ROBSON ST,Central Business District,491206.1762,5458813.3011
Other Theft,2024,7,5,1,0,8XX ROBSON ST,Central Business District,491206.1762,5458813.3011
Other Theft,2024,4,18,18,22,8XX SEYMOUR ST,Central Business District,491280.7107,5458596.256
Other Theft,2024,10,1,20,45,8XX SEYMOUR ST,Central Business District,491296.5953,5458599.3351
Other Theft,2024,8,13,12,1,8XX SEYMOUR ST,Central Business District,491333.3764,5458636.6103
Other Theft,2024,5,26,17,0,8XX SMITHE ST,Central Business District,491034.9906,5458763.9274
Other Theft,2024,2,12,14,4,8XX SMITHE ST,Central Business District,491089.957,5458698.2236
Other Theft,2024,1,15,10,47,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.9543
Other Theft,2024,1,31,12,44,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.9543
Other Theft,2024,7,15,20,0,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.9543
Other Theft,2024,10,23,0,0,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.9543
Other Theft,2024,4,4,21,42,8XX W 10TH AVE,Fairview,491040.9677,5456635.9708
Other Theft,2024,10,16,10,25,8XX W 10TH AVE,Fairview,491096.6894,5456625.4342
Other Theft,2024,2,22,19,16,8XX W 12TH AVE,Fairview,490960.664,5456434.5777
Other Theft,2024,2,23,15,0,8XX W 12TH AVE,Fairview,490960.664,5456434.5777
Other Theft,2024,3,27,14,0,8XX W 12TH AVE,Fairview,490960.664,5456434.5777
Other Theft,2024,8,30,4,40,8XX W 12TH AVE,Fairview,490960.664,5456434.5777
Other Theft,2024,8,17,13,0,8XX W 12TH AVE,Fairview,490964.0951,5456434.471
Other Theft,2024,9,11,9,31,8XX W 12TH AVE,Fairview,490964.0951,5456434.471
Other Theft,2024,1,15,21,30,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,2,5,7,40,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,2,20,8,37,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,2,23,4,30,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,3,4,8,25,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,4,3,13,20,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,5,10,13,30,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,6,4,12,50,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,9,11,14,55,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,9,28,0,0,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,10,2,15,0,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,10,10,22,23,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Other Theft,2024,5,3,13,55,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,6,4,12,5,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,7,30,0,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,8,7,22,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,8,8,1,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,8,29,19,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,9,27,12,55,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,10,28,20,9,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2024,8,6,22,0,8XX W 12TH AVE,Fairview,491121.4907,5456420.4007
Other Theft,2024,3,14,22,10,8XX W 16TH AVE,Fairview,491021.4666,5456043.5615
Other Theft,2024,3,1,22,0,8XX W 19TH AVE,South Cambie,490990.3468,5455734.371
Other Theft,2024,9,10,3,0,8XX W 19TH AVE,South Cambie,490993.9263,5455743.4191
Other Theft,2024,7,17,15,59,8XX W 24TH AVE,South Cambie,491051.6454,5455273.8059
Other Theft,2024,11,2,3,22,8XX W 46TH AVE,Oakridge,490949.4472,5452943.8756
Other Theft,2024,3,13,16,30,8XX W 61ST AVE,Marpole,490884.8274,5451429.1173
Other Theft,2024,6,12,11,56,8XX W 61ST AVE,Marpole,490940.1585,5451418.4598
Other Theft,2024,7,25,15,0,8XX W 6TH AVE,Fairview,490997.0014,5457022.9384
Other Theft,2024,5,28,3,0,8XX W 7TH AVE,Fairview,491022.7552,5456930.0489
Other Theft,2024,6,26,8,0,8XX W 8TH AVE,Fairview,491107.7742,5456842.7647
Other Theft,2024,3,9,18,15,8XX W BROADWAY AVE,Fairview,490993.7464,5456744.876
Other Theft,2024,5,1,15,15,8XX W BROADWAY AVE,Fairview,491122.1739,5456740.4123
Other Theft,2024,5,5,13,30,8XX W BROADWAY AVE,Fairview,491122.1739,5456740.4123
Other Theft,2024,10,3,20,30,8XX W BROADWAY AVE,Fairview,491122.1739,5456740.4123
Other Theft,2024,5,18,14,0,8XX W BROADWAY AVE,Fairview,491128.1551,5456731.0548
Other Theft,2024,9,20,7,38,8XX W CORDOVA ST,Central Business District,491647.338,5459380.9942
Other Theft,2024,1,15,12,30,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Other Theft,2024,1,30,19,45,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Other Theft,2024,10,12,4,10,8XX W GEORGIA ST,Central Business District,491281.5494,5458998.1447
Other Theft,2024,4,1,7,0,8XX W GEORGIA ST,Central Business District,491334.185,5458944.5383
Other Theft,2024,9,26,5,16,8XX W GEORGIA ST,Central Business District,491336.6087,5458942.07
Other Theft,2024,1,3,16,49,8XX W HASTINGS ST,Central Business District,491611.9377,5459294.9622
Other Theft,2024,8,30,13,30,8XX W PENDER ST,Central Business District,491499.2161,5459242.6241
Other Theft,2024,7,28,22,22,9X E 1ST AVE,Mount Pleasant,492513.0093,5457498.9219
Other Theft,2024,2,16,13,18,9X E 1ST AVE,Mount Pleasant,492514.7709,5457498.8481
Other Theft,2024,4,3,19,30,9X E 1ST AVE,Mount Pleasant,492514.7709,5457498.8481
Other Theft,2024,2,21,16,0,9X E 1ST AVE,Mount Pleasant,492520.4464,5457498.6531
Other Theft,2024,6,8,2,49,9X E 2ND AVE,Mount Pleasant,492521.0945,5457399.2827
Other Theft,2024,6,21,15,49,9X E HASTINGS ST,Central Business District,492555.06,5458748.4351
Other Theft,2024,4,30,14,0,9X KEEFER PL,Central Business District,492176.3211,5458559.7682
Other Theft,2024,9,13,19,0,9X KEEFER PL,Central Business District,492178.5267,5458559.2018
Other Theft,2024,5,31,1,53,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2024,6,15,6,29,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2024,6,17,10,40,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2024,6,28,2,42,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2024,8,26,1,24,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2024,9,4,2,47,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2024,6,29,11,30,9XX BEACH AVE,Central Business District,490336.4245,5458075.844
Other Theft,2024,8,7,20,30,9XX BEACH AVE [907 BEACH AVE],Central Business District,490337.9055,5458074.3964
Other Theft,2024,5,14,16,45,9XX BEATTY ST,Central Business District,491494.1126,5458112.2576
Other Theft,2024,6,4,14,0,9XX BEATTY ST,Central Business District,491494.1126,5458112.2576
Other Theft,2024,5,24,11,58,9XX BEATTY ST,Central Business District,491495.8632,5458113.9946
Other Theft,2024,6,1,13,10,9XX BEATTY ST,Central Business District,491495.8632,5458113.9946
Other Theft,2024,7,3,6,42,9XX BEATTY ST,Central Business District,491495.8632,5458113.9946
